Array riordinato: 
Elemento 1072: 5.81781
Elemento 1073: 5.81838
Elemento 1074: 5.81863
Elemento 1075: 5.81869
Elemento 1076: 5.81903
Elemento 1077: 5.81913
Elemento 1078: 5.82025
Elemento 1079: 5.82033
Elemento 1080: 5.82051
Elemento 1081: 5.82109
Elemento 1082: 5.8212
Elemento 1083: 5.82122
Elemento 1084: 5.82202
Elemento 1085: 5.82288
Elemento 1086: 5.8241
Elemento 1087: 5.82414
Elemento 1088: 5.825
Elemento 1089: 5.82509
Elemento 1090: 5.82523
Elemento 1091: 5.82641
Elemento 1092: 5.82825
Elemento 1093: 5.82876
Elemento 1094: 5.82897
Elemento 1095: 5.82944
Elemento 1096: 5.82987
Elemento 1097: 5.8299
Elemento 1098: 5.83076
Elemento 1099: 5.83116
Elemento 1100: 5.83217
Elemento 1101: 5.83405
Elemento 1102: 5.83505
Elemento 1103: 5.83583
Elemento 1104: 5.83718
Elemento 1105: 5.83737
Elemento 1106: 5.83795
Elemento 1107: 5.83802
Elemento 1108: 5.83888
Elemento 1109: 5.8391
Elemento 1110: 5.83917
Elemento 1111: 5.83944
Elemento 1112: 5.84012
Elemento 1113: 5.84067
Elemento 1114: 5.84107
Elemento 1115: 5.84124
Elemento 1116: 5.84128
Elemento 1117: 5.84169
Elemento 1118: 5.84183
Elemento 1119: 5.84252
Elemento 1120: 5.84297
Elemento 1121: 5.84458
Elemento 1122: 5.84468
Elemento 1123: 5.84495
Elemento 1124: 5.84525
Elemento 1125: 5.84595
Elemento 1126: 5.84617
Elemento 1127: 5.84672
Elemento 1128: 5.84697
Elemento 1129: 5.84702
Elemento 1130: 5.84708
Elemento 1131: 5.84715
Elemento 1132: 5.84775
Elemento 1133: 5.84879
Elemento 1134: 5.84966
Elemento 1135: 5.84993
Elemento 1136: 5.85007
Elemento 1137: 5.85015
Elemento 1138: 5.85067
Elemento 1139: 5.85089
Elemento 1140: 5.85095
Elemento 1141: 5.85114
Elemento 1142: 5.85124
Elemento 1143: 5.85147
Elemento 1144: 5.85181
Elemento 1145: 5.85201
Elemento 1146: 5.85286
Elemento 1147: 5.85467
Elemento 1148: 5.85726
Elemento 1149: 5.85796
Elemento 1150: 5.85816
Elemento 1151: 5.85844
Elemento 1152: 5.85848
Elemento 1153: 5.85948
Elemento 1154: 5.85966
Elemento 1155: 5.85971
Elemento 1156: 5.86008
Elemento 1157: 5.8611
Elemento 1158: 5.86173
Elemento 1159: 5.86305
Elemento 1160: 5.86349
Elemento 1161: 5.86404
Elemento 1162: 5.86472
Elemento 1163: 5.86493
Elemento 1164: 5.86496
Elemento 1165: 5.86546
Elemento 1166: 5.86613
Elemento 1167: 5.86645
Elemento 1168: 5.86653
Elemento 1169: 5.86694
Elemento 1170: 5.8673
Elemento 1171: 5.86748
Elemento 1172: 5.86755
Elemento 1173: 5.86812
Elemento 1174: 5.86966
Elemento 1175: 5.87012
Elemento 1176: 5.8703
Elemento 1177: 5.87072
Elemento 1178: 5.87076
Elemento 1179: 5.87094
Elemento 1180: 5.87134
Elemento 1181: 5.87233
Elemento 1182: 5.8726
Elemento 1183: 5.87414
Elemento 1184: 5.87448
Elemento 1185: 5.87712
Elemento 1186: 5.87734
Elemento 1187: 5.87825
Elemento 1188: 5.87847
Elemento 1189: 5.8797
Elemento 1190: 5.87988
Elemento 1191: 5.8801
Elemento 1192: 5.88131
Elemento 1193: 5.88201
Elemento 1194: 5.88305
Elemento 1195: 5.88328
Elemento 1196: 5.88502
Elemento 1197: 5.8856
Elemento 1198: 5.88604
Elemento 1199: 5.88641
Elemento 1200: 5.88833
Elemento 1201: 5.88905
Elemento 1202: 5.88925
Elemento 1203: 5.89027
Elemento 1204: 5.89168
Elemento 1205: 5.89189
Elemento 1206: 5.89236
Elemento 1207: 5.89336
Elemento 1208: 5.89398
Elemento 1209: 5.89492
Elemento 1210: 5.89613
Elemento 1211: 5.89749
Elemento 1212: 5.89808
Elemento 1213: 5.89931
Elemento 1214: 5.89949
Elemento 1215: 5.89969
Elemento 1216: 5.89999
Elemento 1217: 5.90078
Elemento 1218: 5.902
Elemento 1219: 5.90261
Elemento 1220: 5.90292
Elemento 1221: 5.90317
Elemento 1222: 5.90362
Elemento 1223: 5.90366
Elemento 1224: 5.9064
Elemento 1225: 5.90681
Elemento 1226: 5.90808
Elemento 1227: 5.90942
Elemento 1228: 5.9102
Elemento 1229: 5.9105
Elemento 1230: 5.91099
Elemento 1231: 5.91156
Elemento 1232: 5.91209
Elemento 1233: 5.91253
Elemento 1234: 5.91371
Elemento 1235: 5.91375
Elemento 1236: 5.91417
Elemento 1237: 5.91435
Elemento 1238: 5.91438
Elemento 1239: 5.91458
Elemento 1240: 5.91497
Elemento 1241: 5.91521
Elemento 1242: 5.91562
Elemento 1243: 5.91713
Elemento 1244: 5.91828
Elemento 1245: 5.91844
Elemento 1246: 5.91872
Elemento 1247: 5.91947
Elemento 1248: 5.91961
Elemento 1249: 5.92076
Elemento 1250: 5.92102
Elemento 1251: 5.92182
Elemento 1252: 5.92251
Elemento 1253: 5.92259
Elemento 1254: 5.92279
Elemento 1255: 5.92304
Elemento 1256: 5.92311
Elemento 1257: 5.92313
Elemento 1258: 5.92343
Elemento 1259: 5.92457
Elemento 1260: 5.92462
Elemento 1261: 5.92612
Elemento 1262: 5.92634
Elemento 1263: 5.92718
Elemento 1264: 5.92766
Elemento 1265: 5.92793
Elemento 1266: 5.92805
Elemento 1267: 5.92817
Elemento 1268: 5.92817
Elemento 1269: 5.92864
Elemento 1270: 5.92904
Elemento 1271: 5.93038
Elemento 1272: 5.9304
Elemento 1273: 5.93134
Elemento 1274: 5.93157
Elemento 1275: 5.93203
Elemento 1276: 5.93228
Elemento 1277: 5.93468
Elemento 1278: 5.93505
Elemento 1279: 5.93547
Elemento 1280: 5.9358
Elemento 1281: 5.93734
Elemento 1282: 5.93767
Elemento 1283: 5.93795
Elemento 1284: 5.94
Elemento 1285: 5.94031
Elemento 1286: 5.94108
Elemento 1287: 5.94139
Elemento 1288: 5.94158
Elemento 1289: 5.94252
Elemento 1290: 5.94387
Elemento 1291: 5.9439
Elemento 1292: 5.94473
Elemento 1293: 5.94497
Elemento 1294: 5.94625
Elemento 1295: 5.94653
Elemento 1296: 5.94654
Elemento 1297: 5.94667
Elemento 1298: 5.94688
Elemento 1299: 5.94716
Elemento 1300: 5.9475
Elemento 1301: 5.94824
Elemento 1302: 5.9483
Elemento 1303: 5.94847
Elemento 1304: 5.9494
Elemento 1305: 5.94959
Elemento 1306: 5.95098
Elemento 1307: 5.95103
Elemento 1308: 5.95174
Elemento 1309: 5.95329
Elemento 1310: 5.95431
Elemento 1311: 5.95617
Elemento 1312: 5.95688
Elemento 1313: 5.95701
Elemento 1314: 5.95754
Elemento 1315: 5.95767
Elemento 1316: 5.95798
Elemento 1317: 5.95983
Elemento 1318: 5.95991
Elemento 1319: 5.96003
Elemento 1320: 5.96055
Elemento 1321: 5.96061
Elemento 1322: 5.9607
Elemento 1323: 5.96071
Elemento 1324: 5.96084
Elemento 1325: 5.96106
Elemento 1326: 5.96273
Elemento 1327: 5.96367
Elemento 1328: 5.96391
Elemento 1329: 5.96437
Elemento 1330: 5.96479
Elemento 1331: 5.96527
Elemento 1332: 5.96569
Elemento 1333: 5.96622
Elemento 1334: 5.96675
Elemento 1335: 5.96805
Elemento 1336: 5.96812
Elemento 1337: 5.96883
Elemento 1338: 5.9694
Elemento 1339: 5.96981
Elemento 1340: 5.9702
Elemento 1341: 5.97062
Elemento 1342: 5.97111
Elemento 1343: 5.97189
Elemento 1344: 5.97211
Elemento 1345: 5.9724
Elemento 1346: 5.97289
Elemento 1347: 5.97376
Elemento 1348: 5.97458
Elemento 1349: 5.97463
Elemento 1350: 5.97473
Elemento 1351: 5.97532
Elemento 1352: 5.97668
Elemento 1353: 5.97675
Elemento 1354: 5.97743
Elemento 1355: 5.97753
Elemento 1356: 5.97797
Elemento 1357: 5.97822
Elemento 1358: 5.97842
Elemento 1359: 5.97881
Elemento 1360: 5.97893
Elemento 1361: 5.97962
Elemento 1362: 5.98013
Elemento 1363: 5.98081
Elemento 1364: 5.9809
Elemento 1365: 5.9809
Elemento 1366: 5.98125
Elemento 1367: 5.98154
Elemento 1368: 5.98294
Elemento 1369: 5.98296
Elemento 1370: 5.98298
Elemento 1371: 5.98364
Elemento 1372: 5.98381
Elemento 1373: 5.98392
Elemento 1374: 5.984
Elemento 1375: 5.98473
Elemento 1376: 5.98523
Elemento 1377: 5.98552
Elemento 1378: 5.98619
Elemento 1379: 5.98623
Elemento 1380: 5.98785
Elemento 1381: 5.98874
Elemento 1382: 5.98903
Elemento 1383: 5.98906
Elemento 1384: 5.98944
Elemento 1385: 5.98982
Elemento 1386: 5.98999
Elemento 1387: 5.99002
Elemento 1388: 5.99006
Elemento 1389: 5.99026
Elemento 1390: 5.99114
Elemento 1391: 5.99168
Elemento 1392: 5.99194
Elemento 1393: 5.992
Elemento 1394: 5.99227
Elemento 1395: 5.99239
Elemento 1396: 5.99277
Elemento 1397: 5.99402
Elemento 1398: 5.99406
Elemento 1399: 5.99505
Elemento 1400: 5.9955
Elemento 1401: 5.99683
Elemento 1402: 5.99739
Elemento 1403: 5.99746
Elemento 1404: 5.99755
Elemento 1405: 5.99803
Elemento 1406: 5.99804
Elemento 1407: 5.99828
Elemento 1408: 5.99998
Elemento 1409: 6.00011
Elemento 1410: 6.00016
Elemento 1411: 6.00034
Elemento 1412: 6.00039
Elemento 1413: 6.00091
Elemento 1414: 6.00199
Elemento 1415: 6.00234
Elemento 1416: 6.00393
Elemento 1417: 6.004
Elemento 1418: 6.00415
Elemento 1419: 6.00428
Elemento 1420: 6.00451
Elemento 1421: 6.00502
Elemento 1422: 6.00576
Elemento 1423: 6.00618
Elemento 1424: 6.00646
Elemento 1425: 6.0068
Elemento 1426: 6.00786
Elemento 1427: 6.00801
Elemento 1428: 6.00818
Elemento 1429: 6.00862
Elemento 1430: 6.00866
Elemento 1431: 6.00886
Elemento 1432: 6.01049
Elemento 1433: 6.01064
Elemento 1434: 6.01081
Elemento 1435: 6.01156
Elemento 1436: 6.01189
Elemento 1437: 6.01253
Elemento 1438: 6.01314
Elemento 1439: 6.01341
Elemento 1440: 6.01396
Elemento 1441: 6.01435
Elemento 1442: 6.01508
Elemento 1443: 6.01534
Elemento 1444: 6.01536
Elemento 1445: 6.01537
Elemento 1446: 6.01539
Elemento 1447: 6.01566
Elemento 1448: 6.0157
Elemento 1449: 6.01628
Elemento 1450: 6.01678
Elemento 1451: 6.01686
Elemento 1452: 6.01757
Elemento 1453: 6.01842
Elemento 1454: 6.01859
Elemento 1455: 6.01864
Elemento 1456: 6.01874
Elemento 1457: 6.01903
Elemento 1458: 6.01906
Elemento 1459: 6.01969
Elemento 1460: 6.01987
Elemento 1461: 6.01987
Elemento 1462: 6.01998
Elemento 1463: 6.02104
Elemento 1464: 6.02207
Elemento 1465: 6.02257
Elemento 1466: 6.02262
Elemento 1467: 6.02332
Elemento 1468: 6.02352
Elemento 1469: 6.02357
Elemento 1470: 6.02368
Elemento 1471: 6.0239
Elemento 1472: 6.02474
Elemento 1473: 6.02512
Elemento 1474: 6.02534
Elemento 1475: 6.02553
Elemento 1476: 6.02818
Elemento 1477: 6.02849
Elemento 1478: 6.02876
Elemento 1479: 6.02915
Elemento 1480: 6.02961
Elemento 1481: 6.02982
Elemento 1482: 6.02997
Elemento 1483: 6.0311
Elemento 1484: 6.03121
Elemento 1485: 6.03128
Elemento 1486: 6.03135
Elemento 1487: 6.03153
Elemento 1488: 6.03163
Elemento 1489: 6.03211
Elemento 1490: 6.03237
Elemento 1491: 6.03245
Elemento 1492: 6.03325
Elemento 1493: 6.0351
Elemento 1494: 6.03549
Elemento 1495: 6.03705
Elemento 1496: 6.0371
Elemento 1497: 6.0372
Elemento 1498: 6.03723
Elemento 1499: 6.03745
Elemento 1500: 6.03792
Elemento 1501: 6.03831
Elemento 1502: 6.03859
Elemento 1503: 6.03925
Elemento 1504: 6.03978
Elemento 1505: 6.04011
Elemento 1506: 6.04045
Elemento 1507: 6.04051
Elemento 1508: 6.04142
Elemento 1509: 6.04226
Elemento 1510: 6.04228
Elemento 1511: 6.04273
Elemento 1512: 6.04276
Elemento 1513: 6.04351
Elemento 1514: 6.04373
Elemento 1515: 6.04374
Elemento 1516: 6.044
Elemento 1517: 6.04412
Elemento 1518: 6.04499
Elemento 1519: 6.04519
Elemento 1520: 6.04608
Elemento 1521: 6.04632
Elemento 1522: 6.04719
Elemento 1523: 6.0479
Elemento 1524: 6.04879
Elemento 1525: 6.04937
Elemento 1526: 6.05013
Elemento 1527: 6.05026
Elemento 1528: 6.0506
Elemento 1529: 6.05077
Elemento 1530: 6.05117
Elemento 1531: 6.05147
Elemento 1532: 6.05178
Elemento 1533: 6.0528
Elemento 1534: 6.05281
Elemento 1535: 6.053
Elemento 1536: 6.0542
Elemento 1537: 6.05476
Elemento 1538: 6.0548
Elemento 1539: 6.0552
Elemento 1540: 6.05601
Elemento 1541: 6.05625
Elemento 1542: 6.05646
Elemento 1543: 6.05696
Elemento 1544: 6.05699
Elemento 1545: 6.0575
Elemento 1546: 6.05788
Elemento 1547: 6.05788
Elemento 1548: 6.05857
Elemento 1549: 6.05872
Elemento 1550: 6.05902
Elemento 1551: 6.0596
Elemento 1552: 6.05997
Elemento 1553: 6.05997
Elemento 1554: 6.06091
Elemento 1555: 6.06178
Elemento 1556: 6.06192
Elemento 1557: 6.06362
Elemento 1558: 6.06511
Elemento 1559: 6.0657
Elemento 1560: 6.06583
Elemento 1561: 6.06591
Elemento 1562: 6.06644
Elemento 1563: 6.0668
Elemento 1564: 6.06681
Elemento 1565: 6.06689
Elemento 1566: 6.06736
Elemento 1567: 6.06742
Elemento 1568: 6.06788
Elemento 1569: 6.06869
Elemento 1570: 6.06886
Elemento 1571: 6.06962
Elemento 1572: 6.06975
Elemento 1573: 6.06997
Elemento 1574: 6.07041
Elemento 1575: 6.07092
Elemento 1576: 6.07116
Elemento 1577: 6.07124
Elemento 1578: 6.07139
Elemento 1579: 6.07197
Elemento 1580: 6.07238
Elemento 1581: 6.07254
Elemento 1582: 6.07256
Elemento 1583: 6.07275
Elemento 1584: 6.07278
Elemento 1585: 6.07285
Elemento 1586: 6.07295
Elemento 1587: 6.07302
Elemento 1588: 6.07316
Elemento 1589: 6.07353
Elemento 1590: 6.07392
Elemento 1591: 6.07456
Elemento 1592: 6.07627
Elemento 1593: 6.07633
Elemento 1594: 6.07708
Elemento 1595: 6.07771
Elemento 1596: 6.07815
Elemento 1597: 6.07817
Elemento 1598: 6.07908
Elemento 1599: 6.08041
Elemento 1600: 6.0808
Elemento 1601: 6.08084
Elemento 1602: 6.08217
Elemento 1603: 6.08265
Elemento 1604: 6.08285
Elemento 1605: 6.08301
Elemento 1606: 6.08316
Elemento 1607: 6.0833
Elemento 1608: 6.08333
Elemento 1609: 6.08396
Elemento 1610: 6.08432
Elemento 1611: 6.08436
Elemento 1612: 6.08555
Elemento 1613: 6.08561
Elemento 1614: 6.08567
Elemento 1615: 6.08603
Elemento 1616: 6.08699
Elemento 1617: 6.08766
Elemento 1618: 6.08775
Elemento 1619: 6.08933
Elemento 1620: 6.08966
Elemento 1621: 6.0897
Elemento 1622: 6.0911
Elemento 1623: 6.09117
Elemento 1624: 6.09162
Elemento 1625: 6.09196
Elemento 1626: 6.09226
Elemento 1627: 6.09238
Elemento 1628: 6.0924
Elemento 1629: 6.09251
Elemento 1630: 6.09293
Elemento 1631: 6.09322
Elemento 1632: 6.09372
Elemento 1633: 6.09373
Elemento 1634: 6.09482
Elemento 1635: 6.09486
Elemento 1636: 6.09515
Elemento 1637: 6.09618
Elemento 1638: 6.09622
Elemento 1639: 6.09648
Elemento 1640: 6.09649
Elemento 1641: 6.09708
Elemento 1642: 6.09721
Elemento 1643: 6.09797
Elemento 1644: 6.09808
Elemento 1645: 6.09836
Elemento 1646: 6.09844
Elemento 1647: 6.09879
Elemento 1648: 6.09903
Elemento 1649: 6.09911
Elemento 1650: 6.09936
Elemento 1651: 6.09979
Elemento 1652: 6.10098
Elemento 1653: 6.10131
Elemento 1654: 6.10133
Elemento 1655: 6.10146
Elemento 1656: 6.1019
Elemento 1657: 6.1023
Elemento 1658: 6.10296
Elemento 1659: 6.103
Elemento 1660: 6.10308
Elemento 1661: 6.10337
Elemento 1662: 6.10386
Elemento 1663: 6.10406
Elemento 1664: 6.10417
Elemento 1665: 6.10439
Elemento 1666: 6.10475
Elemento 1667: 6.10516
Elemento 1668: 6.10608
Elemento 1669: 6.10628
Elemento 1670: 6.10694
Elemento 1671: 6.10778
Elemento 1672: 6.10779
Elemento 1673: 6.10839
Elemento 1674: 6.1084
Elemento 1675: 6.10952
Elemento 1676: 6.11007
Elemento 1677: 6.11142
Elemento 1678: 6.11144
Elemento 1679: 6.1115
Elemento 1680: 6.1115
Elemento 1681: 6.11161
Elemento 1682: 6.11189
Elemento 1683: 6.11243
Elemento 1684: 6.11248
Elemento 1685: 6.11313
Elemento 1686: 6.1139
Elemento 1687: 6.11428
Elemento 1688: 6.11469
Elemento 1689: 6.11572
Elemento 1690: 6.11585
Elemento 1691: 6.11607
Elemento 1692: 6.11643
Elemento 1693: 6.11713
Elemento 1694: 6.11738
Elemento 1695: 6.11772
Elemento 1696: 6.1193
Elemento 1697: 6.11956
Elemento 1698: 6.1196
Elemento 1699: 6.1202
Elemento 1700: 6.12044
Elemento 1701: 6.12122
Elemento 1702: 6.12156
Elemento 1703: 6.12174
Elemento 1704: 6.12178
Elemento 1705: 6.12226
Elemento 1706: 6.12291
Elemento 1707: 6.12335
Elemento 1708: 6.12505
Elemento 1709: 6.12528
Elemento 1710: 6.1255
Elemento 1711: 6.12551
Elemento 1712: 6.12556
Elemento 1713: 6.12559
Elemento 1714: 6.12632
Elemento 1715: 6.12765
Elemento 1716: 6.12809
Elemento 1717: 6.12845
Elemento 1718: 6.12848
Elemento 1719: 6.12896
Elemento 1720: 6.12935
Elemento 1721: 6.12962
Elemento 1722: 6.1297
Elemento 1723: 6.1297
Elemento 1724: 6.12999
Elemento 1725: 6.13022
Elemento 1726: 6.13057
Elemento 1727: 6.13059
Elemento 1728: 6.1306
Elemento 1729: 6.13091
Elemento 1730: 6.13095
Elemento 1731: 6.13102
Elemento 1732: 6.1314
Elemento 1733: 6.1321
Elemento 1734: 6.1329
Elemento 1735: 6.13324
Elemento 1736: 6.13462
Elemento 1737: 6.13489
Elemento 1738: 6.13508
Elemento 1739: 6.13512
Elemento 1740: 6.13528
Elemento 1741: 6.13662
Elemento 1742: 6.13689
Elemento 1743: 6.1369
Elemento 1744: 6.1369
Elemento 1745: 6.13727
Elemento 1746: 6.13756
Elemento 1747: 6.13831
Elemento 1748: 6.13845
Elemento 1749: 6.13926
Elemento 1750: 6.13934
Elemento 1751: 6.13988
Elemento 1752: 6.14048
Elemento 1753: 6.14055
Elemento 1754: 6.14075
Elemento 1755: 6.14093
Elemento 1756: 6.14169
Elemento 1757: 6.14188
Elemento 1758: 6.14205
Elemento 1759: 6.14262
Elemento 1760: 6.14338
Elemento 1761: 6.14342
Elemento 1762: 6.14389
Elemento 1763: 6.14454
Elemento 1764: 6.14512
Elemento 1765: 6.14526
Elemento 1766: 6.14697
Elemento 1767: 6.14701
Elemento 1768: 6.14719
Elemento 1769: 6.14781
Elemento 1770: 6.14788
Elemento 1771: 6.14872
Elemento 1772: 6.1489
Elemento 1773: 6.14975
Elemento 1774: 6.15016
Elemento 1775: 6.15025
Elemento 1776: 6.15042
Elemento 1777: 6.15054
Elemento 1778: 6.15068
Elemento 1779: 6.15112
Elemento 1780: 6.15199
Elemento 1781: 6.152
Elemento 1782: 6.1527
Elemento 1783: 6.15275
Elemento 1784: 6.15325
Elemento 1785: 6.15328
Elemento 1786: 6.15336
Elemento 1787: 6.15443
Elemento 1788: 6.1548
Elemento 1789: 6.15487
Elemento 1790: 6.15546
Elemento 1791: 6.15565
Elemento 1792: 6.15598
Elemento 1793: 6.15622
Elemento 1794: 6.15631
Elemento 1795: 6.15664
Elemento 1796: 6.15694
Elemento 1797: 6.1572
Elemento 1798: 6.15731
Elemento 1799: 6.15803
Elemento 1800: 6.15809
Elemento 1801: 6.15815
Elemento 1802: 6.15878
Elemento 1803: 6.15898
Elemento 1804: 6.15937
Elemento 1805: 6.15962
Elemento 1806: 6.15992
Elemento 1807: 6.16011
Elemento 1808: 6.16021
Elemento 1809: 6.16027
Elemento 1810: 6.16068
Elemento 1811: 6.16091
Elemento 1812: 6.16111
Elemento 1813: 6.16136
Elemento 1814: 6.16141
Elemento 1815: 6.16225
Elemento 1816: 6.16235
Elemento 1817: 6.16315
Elemento 1818: 6.16366
Elemento 1819: 6.16397
Elemento 1820: 6.16434
Elemento 1821: 6.1648
Elemento 1822: 6.16525
Elemento 1823: 6.16554
Elemento 1824: 6.16621
Elemento 1825: 6.16687
Elemento 1826: 6.16693
Elemento 1827: 6.16773
Elemento 1828: 6.16783
Elemento 1829: 6.16789
Elemento 1830: 6.16829
Elemento 1831: 6.16862
Elemento 1832: 6.16875
Elemento 1833: 6.16877
Elemento 1834: 6.16879
Elemento 1835: 6.16889
Elemento 1836: 6.1689
Elemento 1837: 6.17009
Elemento 1838: 6.1704
Elemento 1839: 6.17058
Elemento 1840: 6.17093
Elemento 1841: 6.17108
Elemento 1842: 6.1711
Elemento 1843: 6.17193
Elemento 1844: 6.17197
Elemento 1845: 6.17202
Elemento 1846: 6.17232
Elemento 1847: 6.17335
Elemento 1848: 6.17364
Elemento 1849: 6.17539
Elemento 1850: 6.17573
Elemento 1851: 6.176
Elemento 1852: 6.17629
Elemento 1853: 6.17666
Elemento 1854: 6.17699
Elemento 1855: 6.1771
Elemento 1856: 6.17764
Elemento 1857: 6.17774
Elemento 1858: 6.17834
Elemento 1859: 6.17862
Elemento 1860: 6.179
Elemento 1861: 6.17908
Elemento 1862: 6.17949
Elemento 1863: 6.17961
Elemento 1864: 6.17969
Elemento 1865: 6.17982
Elemento 1866: 6.18058
Elemento 1867: 6.18072
Elemento 1868: 6.18159
Elemento 1869: 6.18358
Elemento 1870: 6.18373
Elemento 1871: 6.18391
Elemento 1872: 6.18398
Elemento 1873: 6.1841
Elemento 1874: 6.18414
Elemento 1875: 6.18426
Elemento 1876: 6.18476
Elemento 1877: 6.18519
Elemento 1878: 6.18548
Elemento 1879: 6.18601
Elemento 1880: 6.18617
Elemento 1881: 6.18651
Elemento 1882: 6.18679
Elemento 1883: 6.18749
Elemento 1884: 6.1875
Elemento 1885: 6.18821
Elemento 1886: 6.18822
Elemento 1887: 6.18832
Elemento 1888: 6.18832
Elemento 1889: 6.18886
Elemento 1890: 6.18902
Elemento 1891: 6.18939
Elemento 1892: 6.18958
Elemento 1893: 6.1897
Elemento 1894: 6.19026
Elemento 1895: 6.19076
Elemento 1896: 6.19141
Elemento 1897: 6.19143
Elemento 1898: 6.1915
Elemento 1899: 6.19201
Elemento 1900: 6.19243
Elemento 1901: 6.19277
Elemento 1902: 6.19294
Elemento 1903: 6.19321
Elemento 1904: 6.19344
Elemento 1905: 6.19361
Elemento 1906: 6.19393
Elemento 1907: 6.19399
Elemento 1908: 6.19432
Elemento 1909: 6.1944
Elemento 1910: 6.19535
Elemento 1911: 6.19547
Elemento 1912: 6.19579
Elemento 1913: 6.19611
Elemento 1914: 6.19613
Elemento 1915: 6.1962
Elemento 1916: 6.19629
Elemento 1917: 6.19631
Elemento 1918: 6.19633
Elemento 1919: 6.19643
Elemento 1920: 6.19673
Elemento 1921: 6.19696
Elemento 1922: 6.19751
Elemento 1923: 6.1977
Elemento 1924: 6.19796
Elemento 1925: 6.19833
Elemento 1926: 6.19839
Elemento 1927: 6.19927
Elemento 1928: 6.19947
Elemento 1929: 6.1997
Elemento 1930: 6.20003
Elemento 1931: 6.20003
Elemento 1932: 6.20043
Elemento 1933: 6.20091
Elemento 1934: 6.20094
Elemento 1935: 6.20118
Elemento 1936: 6.20135
Elemento 1937: 6.20157
Elemento 1938: 6.20197
Elemento 1939: 6.20216
Elemento 1940: 6.2022
Elemento 1941: 6.2022
Elemento 1942: 6.20288
Elemento 1943: 6.20289
Elemento 1944: 6.20319
Elemento 1945: 6.20455
Elemento 1946: 6.20502
Elemento 1947: 6.20678
Elemento 1948: 6.207
Elemento 1949: 6.20737
Elemento 1950: 6.20756
Elemento 1951: 6.20815
Elemento 1952: 6.20851
Elemento 1953: 6.20859
Elemento 1954: 6.20889
Elemento 1955: 6.20901
Elemento 1956: 6.2093
Elemento 1957: 6.20935
Elemento 1958: 6.20958
Elemento 1959: 6.20983
Elemento 1960: 6.21031
Elemento 1961: 6.21048
Elemento 1962: 6.21059
Elemento 1963: 6.21064
Elemento 1964: 6.21064
Elemento 1965: 6.21121
Elemento 1966: 6.21169
Elemento 1967: 6.21193
Elemento 1968: 6.212
Elemento 1969: 6.21226
Elemento 1970: 6.21232
Elemento 1971: 6.21241
Elemento 1972: 6.21371
Elemento 1973: 6.21428
Elemento 1974: 6.21461
Elemento 1975: 6.21487
Elemento 1976: 6.21494
Elemento 1977: 6.21508
Elemento 1978: 6.21573
Elemento 1979: 6.21656
Elemento 1980: 6.21678
Elemento 1981: 6.21754
Elemento 1982: 6.21775
Elemento 1983: 6.21778
Elemento 1984: 6.21787
Elemento 1985: 6.21822
Elemento 1986: 6.21833
Elemento 1987: 6.21852
Elemento 1988: 6.21861
Elemento 1989: 6.2187
Elemento 1990: 6.21886
Elemento 1991: 6.21888
Elemento 1992: 6.21935
Elemento 1993: 6.21941
Elemento 1994: 6.21988
Elemento 1995: 6.22013
Elemento 1996: 6.22103
Elemento 1997: 6.22211
Elemento 1998: 6.2223
Elemento 1999: 6.22359
Elemento 2000: 6.22384
Elemento 2001: 6.22384
Elemento 2002: 6.22388
Elemento 2003: 6.22399
Elemento 2004: 6.22427
Elemento 2005: 6.22466
Elemento 2006: 6.22482
Elemento 2007: 6.22574
Elemento 2008: 6.22642
Elemento 2009: 6.22662
Elemento 2010: 6.22681
Elemento 2011: 6.22681
Elemento 2012: 6.22701
Elemento 2013: 6.22718
Elemento 2014: 6.22789
